Number,StreetAddress,City,State,StateFull,TelephoneNumber,TropicalZodiac,CCNumber,FulColor,Occupation,Company,Centimeters,Kilograms
1162,3150 Petunia Way,Birmingham,AL,Alabama,205-903-0876,Cancer,4716636966692137,dark skinned,National account executive,Merrymaking,175,77.1
1163,4540 Jerry Dove Drive,Florence,SC,South Carolina,843-453-2352,Virgo,4929046232903974,dark skinned,Loan processing clerk,Hanover Shoe,168,106.7
1164,3165 Worthington Drive,Plano,TX,Texas,972-633-9974,Taurus,4716717584245472,black,Forging machine tender,Integra Wealth Planners,166,107.2
1165,3275 Worley Avenue,South Boston,VA,Virginia,434-517-6023,Aries,4.53951E+15,dark skinned,Market research manager,Pender's Food Stores,174,79.3
1166,3320 Maryland Avenue,Feather Sound,FL,Florida,727-567-7876,Aries,4.71673E+15,black,Butcher,Red Owl,163,72.6
1167,2311 Nancy Street,Garner,NC,North Carolina,919-630-9780,Cancer,5210166075937023,black,Lathe and turning machine tool operator,Camelot Music,170,103.3
1168,2477 Farm Meadow Drive,Tucson,AZ,Arizona,928-961-2889,Aquarius,4539604473282623,dark skinned,Legal secretary,Bennett Brothers,168,97.3
1169,1882 Southern Street,Massapequa,NY,New York,516-598-9369,Capricorn,5113008659646125,black,Nursing assistant,Montana's Cookhouse,150,65.8
1170,4844 Woodbridge Lane,Detroit,MI,Michigan,313-494-8863,Sagittarius,4916387952433148,black,Electrical engineer,Asian Fusion,153,90.8
1171,4010 Little Street,Akron,OH,Ohio,330-556-4001,Capricorn,5358886016702986,black,Amusement machine repairer,Handyman,174,81.9
1172,1420 Pin Oak Drive,Davenport,IA,Iowa,563-327-9571,Virgo,5522911544563212,black,Managing editor,Gene Walter's Marketplace,172,73.4
1173,84 Columbia Mine Road,Charleston,WV,West Virginia,304-542-1183,Taurus,5201220970218681,dark skinned,Edition binding worker,Fisher Foods,163,91.9
1174,1417 Stout Street,Dry Run,PA,Pennsylvania,717-349-0195,Taurus,5440840040084747,black,Placement counselor,Landskip Yard Care,178,88.2
1175,563 Christie Way,Berlin,MA,Massachusetts,978-838-9251,Cancer,5325553570070479,white,Insurance adjuster,Electronic Geek,154,55.9
1176,1976 Calico Drive,Coeur D Alene,WA,Washington,509-592-5375,Taurus,5271543436549695,black,Extruding and forming machine operator,Grodins,174,103.7
1177,3012 School House Road,Jackson,MS,Mississippi,601-702-1903,Libra,4539288479335138,black,Control and valve installer,Wise Appraisals,157,85.3
1178,2699 Hershell Hollow Road,Everett,WA,Washington,425-205-7485,Taurus,5129606235067914,black,Special education teacher,Weathervane,183,77
1179,2838 Dogwood Road,Phoenix,AZ,Arizona,602-624-4292,Libra,4485314574310992,white,Medical scientist,The Flying Hippo,164,50
1180,1552 Paradise Lane,Ontario,CA,California,909-604-8197,Scorpio,4916505983284079,black,Building consultant,Showbiz Pizza Place,165,76.9
1181,778 Twin Oaks Drive,Elmira,MI,Michigan,231-546-1347,Gemini,5113778172645263,dark skinned,Secret Service agent,Destiny Realty Solutions,171,95.7
1182,851 Warner Street,N. Miami,FL,Florida,305-957-5532,Virgo,5129720986395257,white,Segmental paver,Two Pesos,171,58.8
1183,3060 Seneca Drive,Portland,OR,Oregon,503-978-2150,Scorpio,5363527717372959,black,Office assistant,William Wanamaker & Sons,186,68.3
1184,1793 Ocala Street,Orlando,FL,Florida,407-398-1089,Taurus,4532865038127663,white,Vascular sonographer,Dream Home Real Estate Service,174,83.6
1185,2212 Parrill Court,Crown Point,IN,Indiana,219-669-1292,Aquarius,4.55634E+15,white,Sports instructor,Life's Gold,160,99
1186,3344 Meadowview Drive,Chancellor,VA,Virginia,540-785-9873,Scorpio,4916735842912624,white,Paraprofessional,Protean,158,83.7
1187,2596 Dane Street,Spokane,WA,Washington,509-275-0537,Sagittarius,4929335467588075,black,Field technician,Alladin Realty,175,93.3
1188,1858 Tetrick Road,Sebring,FL,Florida,863-402-1793,Gemini,5231152100385458,black,Public relations coordinator,Crafts Canada,170,60.2
1189,305 Steele Street,Chicago,IL,Illinois,630-636-7361,Aquarius,4716182141353097,black,Writer,Erb Lumber,184,63.4
1190,46 Alexander Avenue,Dublin,CA,California,925-580-6735,Pisces,5335065214930578,dark skinned,Extruding and forming machine operator,Mages,153,79.5
1191,2909 Hide A Way Road,San Jose,CA,California,408-259-6673,Pisces,5550412340208636,white,Personnel coordinator,Sky High Financial Advice,158,85.5
1192,1775 Jerry Toth Drive,Anchorage,AK,Alaska,907-544-9618,Aries,5316252341547375,black,Mobile heavy equipment mechanic,Madcats Music & Books,169,88.6
1193,1444 Cessna Drive,Fort Wayne,IN,Indiana,260-341-3431,Aquarius,5579910269235156,black,Pointer,Vibrant Man,164,57
1194,279 Arthur Avenue,Wenona,IL,Illinois,815-853-2008,Sagittarius,4716373112292436,black,Sailor,Paul's Record Hut,179,95.9
1195,1927 Hill Croft Farm Road,Shingletown,CA,California,530-474-8966,Taurus,5448440339186881,dark skinned,Encoder,The Jolly Farmer,175,75.1
1196,664 Poe Road,Houston,TX,Texas,832-928-0726,Aries,4.91624E+15,black,Community dietitian,Ransohoffs,153,71.9
1197,3365 Jadewood Drive,Lombard,IL,Illinois,224-489-3682,Virgo,4716426801630108,dark skinned,Forester,Flexus,163,67.8
1198,3712 Willison Street,Eagan,MN,Minnesota,763-439-6992,Gemini,4485460939089548,black,Bill and account collector,Licorice Pizza,168,93.1
1199,3811 Dawson Drive,Jessieville,AR,Arkansas,501-984-8545,Aries,4716395800523921,black,Craft artist,Henry's,160,49.9
1200,3965 Maple Avenue,Stockton,CA,California,209-264-1001,Sagittarius,5544389732871784,black,Plant custodian,Eagle Hardware & Garden,165,77.3
1201,1204 Concord Street,Charlotte,NC,North Carolina,704-496-7382,Gemini,5.20505E+15,white,Locker room attendant,Tower Records,172,103.5
1202,3535 Johnny Lane,Milwaukee,WI,Wisconsin,414-277-1515,Scorpio,5576271141096875,white,Pipe organ repairer,David Weis,157,66.5
1203,364 Sunrise Road,Henderson,NV,Nevada,702-938-5707,Aries,5144400249498062,black,College instructor,Eagle Hardware & Garden,177,86.9
1204,4229 Byers Lane,Sacramento,CA,California,530-761-7563,Pisces,4485118152437311,black,Technical training coordinator,Glicks Furniture,189,115.4
1205,956 Rodney Street,Maryland Heights,MO,Missouri,636-410-7358,Capricorn,5174422717712751,white,Lobbyist,Alladin Realty,183,65.9
1206,1359 Capitol Avenue,Marshall,IN,Indiana,765-597-3961,Aries,5.47179E+15,black,Rolling machine operator,Buehler Foods,174,79.5
1207,3226 American Drive,Panacea,FL,Florida,850-984-1741,Sagittarius,5313020542416242,black,Identification clerk,S&W Cafeteria,181,67.4
1208,4942 Oak Lane,Brunswick,MO,Missouri,660-634-3883,Capricorn,4539013153277046,black,Media director,Kelly and Cohen,153,53.2
1209,2688 Thomas Street,Wheeling,IL,Illinois,847-504-0067,Virgo,5255355241557494,white,Manager,Henry's,163,60.4
1210,1498 Ford Street,Santa Clara,CA,California,408-460-9554,Sagittarius,4.91619E+15,black,Surgical technician,Highland Appliance,170,70
1211,467 Rivendell Drive,Akron,OH,Ohio,330-851-1005,Aries,4556506482146632,black,Employment consultant,Rhodes Furniture,180,64.9
1212,2279 Khale Street,Walterboro,SC,South Carolina,843-542-0765,Cancer,4916006399620022,dark skinned,Abstractor,StopGrey,152,94.8
1213,4205 Ventura Drive,Salinas,CA,California,831-324-1822,Gemini,5100244921671394,white,Substance abuse social worker,Ideal Garden Management,152,69.5
1214,3001 Isaacs Creek Road,Alexander,IL,Illinois,217-478-8999,Sagittarius,4929479846057087,white,Specification inspector,Red Bears Tavern,161,103.5
1215,2180 Grey Fox Farm Road,Humble,TX,Texas,281-852-6252,Taurus,5.3874E+15,white,Diesel service technician,Colonial Stores,169,79
1216,2938 Memory Lane,Rockford,IL,Illinois,815-985-3662,Scorpio,4929377676967914,black,Ground controller,Vari-Tec,169,69.9
1217,551 Argonne Street,Newark,DE,Delaware,302-286-3064,Aries,4485809088595301,black,Auditor,id Boutiques,171,99.1
1218,368 Mudlick Road,Lacrosse,WA,Washington,509-549-5854,Gemini,5328859609226454,black,Nursing aide,Edge Yard Service,171,46.6
1219,1891 Lowes Alley,Waverly,OH,Ohio,740-290-1145,Libra,5.23323E+15,dark skinned,Catering manager,Tam's Stationers,186,105.2
1220,4538 Hart Ridge Road,Saginaw,MI,Michigan,989-244-2537,Capricorn,4716508124597807,black,Uniformed police officer,Hechinger,171,66.3
1221,314 Ottis Street,Oklahoma City,OK,Oklahoma,405-270-7826,Libra,5556962617411911,white,Electrotyper,Miller & Rhoads,171,86.9
1222,1923 Adams Drive,Bryan,TX,Texas,979-412-9430,Aquarius,4916473082744636,black,Shaper,Monk Real Estate Service,176,109.1
1223,2387 Point Street,Oak Brook,IL,Illinois,773-858-1065,Leo,5394135703085651,white,Dressmaker,Grass Roots Yard Services,168,86.4
1224,3157 Richison Drive,Sweetgrass,MT,Montana,406-335-9438,Aries,5135104475888902,black,Food and beverage manager,Roberd's,170,104.9
1225,971 Stuart Street,Gibsonia,PA,Pennsylvania,724-443-1786,Taurus,5246955621512662,black,Professional athlete,Steinberg's,168,71.3
1226,2013 Pointe Lane,Hollywood,FL,Florida,954-885-8169,Pisces,5163262382817722,white,Commodities trader,H. J. Wilson & Company,176,93.1
1227,675 Mattson Street,Portland,OR,Oregon,503-354-1503,Aquarius,4556072760686831,black,Mining and geological engineer,Noodle Kidoodle,187,82.2
1228,380 Smith Road,Douglasville,GA,Georgia,770-920-1275,Cancer,4.5393E+15,dark skinned,Fish trimmer,The Serendipity Dip,179,80.9
1229,4240 Elsie Drive,Rapid City,SD,South Dakota,605-209-6339,Virgo,5220340384107465,black,Bindery machine operator,National Shirt Shop,183,72.6
1230,4574 Godfrey Road,New York,NY,New York,212-572-8767,Taurus,4929419473407544,black,Medical laboratory technologist,Gino's Hamburgers,169,102.7
1231,3895 Short Street,Austin,TX,Texas,512-883-6164,Leo,4539386634329796,dark skinned,Dermatologist,Erlebacher's,153,106.8
1232,3830 Veltri Drive,Anchorage,AK,Alaska,907-230-6721,Aquarius,4539875333990767,black,Principal secretary,Intelacard,178,71.1
1233,3376 Stockert Hollow Road,Seattle,WA,Washington,425-939-9760,Pisces,5204834589482731,white,Wellhead pumper,BASCO,186,101.4
1234,2592 Simpson Square,Dill City,OK,Oklahoma,580-674-0454,Scorpio,4485630732654405,black,State police officer,Maloley's Finer Foods,156,85.4
1235,576 Ella Street,Oakland,CA,California,650-249-9274,Leo,4716550277540721,white,Tire changer,York Steak House,159,80.2
1236,2976 Rinehart Road,Miami,FL,Florida,786-470-6260,Scorpio,5465621185405925,black,Certified pest control applicator,MagnaSolution,165,59.5
1237,3555 Hickory Street,Pleasant Grove,UT,Utah,801-785-5561,Virgo,4929432423473284,black,Food scientist,Dee's Drive-In,161,84
1238,4255 Harrison Street,San Francisco,CA,California,415-504-3581,Taurus,4916067988455022,black,Fire dispatcher,Belle Lady,171,88.5
1239,4857 Rhode Island Avenue,Washington,DC,Washington DC,202-333-5832,Gemini,4539974861179867,black,Medical records and health information technician,Modern Architecture Design,181,64.7
1240,4287 Preston Street,Phoenix,AZ,Arizona,623-215-8011,Virgo,5321165020028397,dark skinned,Meteorologist,Forest City,154,87
1241,2306 Browning Lane,Elmira,NY,New York,607-767-1827,Gemini,4929785712824073,black,Posting clerk,Bay Furniture,171,74.4
1242,290 Wayback Lane,Smithtown,NY,New York,631-382-4737,Taurus,5593267219316616,white,Motion picture projectionist,The Spotted Cougar,184,84.5
1243,3038 Creekside Lane,Ventura,CA,California,805-639-5496,Leo,4716517115829475,black,Operations analyst,Frank and Seder,175,78
1244,1200 Poe Road,North Charleston,SC,South Carolina,843-278-2831,Aquarius,4485022940956337,black,Risk and insurance manager,Omni Source,173,74.9
1245,2374 Friendship Lane,Milpitas,CA,California,408-586-1169,Gemini,5339894617914996,white,Conservation worker,Chandlers,172,88.3
1246,3178 Delaware Avenue,San Francisco,CA,California,415-324-1010,Libra,5264969055226787,black,Employee development manager,Crandall's Fine Furniture,159,94.6
1247,3933 Spring Street,Springfield,IL,Illinois,217-788-5455,Leo,4485963018846225,black,Merchant marine officer,Hit or Miss,169,101.4
1248,790 Black Oak Hollow Road,San Jose,CA,California,408-777-2088,Leo,5445476326793795,black,Instructional coach,Baltimore Markets,174,84.2
1249,1420 Randall Drive,Honolulu,HI,Hawaii,808-791-4381,Aries,4532573508901308,black,Photographic equipment repairer,Big A Auto Parts,176,109.8
1250,4951 Old Dear Lane,Wingdale,NY,New York,845-832-7429,Sagittarius,5466448230534726,black,Animal scientist,Lindsley's Lumber,184,95.8
1251,1348 Harper Street,Owensboro,KY,Kentucky,270-517-5620,Virgo,4532308374722532,dark skinned,Escort interpreter,Konsili,171,91.6
1252,721 Hanifan Lane,Atlanta,GA,Georgia,678-528-5144,Scorpio,5319360513408388,dark skinned,Clinical manager,Expo Superstore,175,83.3
1253,33 University Drive,Chicago,IL,Illinois,312-683-0921,Pisces,4539778906332484,black,Billing machine operator,Life Plan Counselling,168,69.1
1254,2300 Emily Drive,Cayce,SC,South Carolina,803-926-9414,Scorpio,5510131713708977,black,Palliative care nurse,A. L. Price,177,92.3
1255,3589 Essex Court,South Burlington,VT,Vermont,802-376-9790,Aries,4556061295462503,dark skinned,Utility meter reader,J. K. Gill Company,180,82.4
1256,4771 Emeral Dreams Drive,Chicago,IL,Illinois,815-290-8180,Capricorn,4556433151646661,dark skinned,Marketing research analyst,Avant Garde Interior Designs,164,86.6
1257,2295 Wines Lane,Houston,TX,Texas,832-265-1244,Libra,4485384577225661,black,Sociocultural anthropologist,Tech Hifi,183,89
1258,3396 Carson Street,La Mesa,CA,California,858-866-6520,Aries,5508704387434817,black,Dairy farmer,Strength Gurus,184,92.9
1259,2295 Fittro Street,Pine Bluff,AR,Arkansas,870-374-9142,Cancer,5263719795759733,dark skinned,Power plant operator,Weingarten's,168,78.9
1260,4877 Graystone Lakes,Macon,GA,Georgia,478-327-4939,Virgo,4556317402322042,dark skinned,Midwife,American Wholesale Club,190,58.1
1261,1634 Davis Lane,Denver,CO,Colorado,720-343-4813,Capricorn,4532969300954059,dark skinned,Loan interviewer,John F. Lawhon,156,97.9
1262,760 Lynch Street,Santa Rosa,CA,California,925-207-3695,Aries,4485521566238417,dark skinned,Building manager,Adaptas,174,69
1263,2401 Brighton Circle Road,Madison,MN,Minnesota,320-598-4342,Cancer,4485895341462926,dark skinned,Clerical supervisor,County Market,155,62.5
1264,3196 Clair Street,Bremond,TX,Texas,254-746-2859,Cancer,4.4857E+15,black,Administrative professional,Rex Audio Video Appliance,176,70.4
1265,2156 Elm Drive,New York,NY,New York,646-456-3224,Cancer,5125752468215905,dark skinned,Central office operator,Ole's,157,82
1266,2641 Douglas Dairy Road,Sugar Grove,VA,Virginia,276-677-7469,Taurus,4532743719460606,black,Account clerk,Argus Tapes & Records,179,105.8
1267,2911 Desert Broom Court,Parsippany,NJ,New Jersey,201-746-7766,Capricorn,5361681681224738,dark skinned,Power plant dispatcher,Expo Superstore,169,93.5
1268,3955 Romines Mill Road,Dallas,TX,Texas,214-589-5009,Aquarius,4916338071918204,black,Door-to-door sales worker,Laneco,158,51.4
1269,3307 Oakway Lane,Woodland Hills,CA,California,818-313-6661,Pisces,4485649838338085,black,Recreation worker,Sistemos,171,79.1
1270,1375 Mercer Street,Sand Creek,WI,Wisconsin,715-658-9505,Libra,4556676770015532,dark skinned,Measurer,Zantigo,170,69
1271,205 Emerson Road,Alexandria,LA,Louisiana,318-719-2632,Cancer,5448411796755773,white,Illustrator,TheBottomHalf,160,101.9
1272,4974 Burnside Court,Phoenix,AZ,Arizona,602-395-5768,Aries,4532930785836195,white,Bench carpenter,All Wound Up,161,93.1
1273,3583 Armbrester Drive,Lomita,CA,California,310-539-7857,Gemini,4485127830262876,white,Army,Sandy's,167,89.9
1274,3950 Randolph Street,Worcester,MA,Massachusetts,508-752-8165,Cancer,4532651373911675,black,Development specialist,Kelsey's Neighbourhood Bar & Grill,180,102.7
1275,2755 Stroop Hill Road,Atlanta,GA,Georgia,404-796-6858,Scorpio,5150651164047406,black,Nursery worker,Mikro Designs,162,64.4
1276,3822 Polk Street,Sacramento,CA,California,530-206-6675,Scorpio,5177804723404605,black,Treasurer,Play Town,160,53.8
1277,3379 Gore Street,Houston,TX,Texas,713-578-5670,Aquarius,4485814085938991,dark skinned,Administrative office specialist,Sure Save,168,113.2
1278,2800 Mayo Street,Covington,KY,Kentucky,859-628-7343,Cancer,5397293318914612,black,Animal control worker,Independent Investors,168,60.8
1279,724 Lowland Drive,Hickory Hills,IL,Illinois,815-409-2770,Libra,5252113816679901,black,Payroll administrator,Quality Merchant Services,164,61.2
1280,3831 Pheasant Ridge Road,Philadelphia,PA,Pennsylvania,215-492-5730,Aries,5478316518728763,black,Occupational social worker,id Boutiques,181,79
1281,828 Sigley Road,Victoria,KS,Kansas,785-621-5824,Pisces,4539820685878442,dark skinned,Government accountant,Oshman's,183,69.1
1282,1243 Ferguson Street,Framingham,MA,Massachusetts,508-489-0773,Capricorn,5362325990751507,black,Hazardous materials removal worker,Builderama,170,64.1
1283,4058 Vernon Street,Fullerton,CA,California,760-680-8211,Virgo,5538784471262294,black,Fish cutter,JasmineSola,168,105.5
1284,2042 Henery Street,Carmel,IN,Indiana,317-212-3977,Cancer,5411905181305295,dark skinned,Secret Service agent,The Spotted Cougar,173,81
1285,4185 Melrose Street,Oakland,CA,California,510-209-0842,Taurus,4532320955161857,black,Data entry clerk,House Of Denmark,172,83.4
1286,589 Hillhaven Drive,Los Angeles,CA,California,323-906-1167,Scorpio,5530042080529761,black,Cellular technician,Affinity Investment Group,167,69.7
1287,3634 College Avenue,Ridgeway,OH,Ohio,937-363-2714,Aries,4716421581050353,black,Labor relations director,Camelot Music,153,75.3
1288,3898 Ross Street,New Haven,IL,Illinois,618-265-0539,Aquarius,5166853225551754,black,Mining and geological engineer,Builderama,169,57.7
1289,297 Smith Road,Acworth,GA,Georgia,770-917-0847,Pisces,4556034614759917,dark skinned,Bartender helper,Circuit City,177,102.5
1290,292 James Street,Rochester,NY,New York,585-724-3412,Aquarius,5208967696601847,dark skinned,Loan underwriter,Franklin Simon,166,64.2
1291,4906 Lang Avenue,Manti,UT,Utah,435-813-5568,Gemini,4532841745527727,black,Paratransit driver,Loblaws,179,101.7
1292,4983 Burning Memory Lane,Philadelphia,PA,Pennsylvania,215-338-2101,Scorpio,4532978765309378,black,Orthodontist,Wellby,171,73.1
1293,1732 Dark Hollow Road,Footville,WI,Wisconsin,608-876-7310,Virgo,5185115947696227,black,Broker associate,Auto Works,169,90.5
1294,626 Lakewood Drive,Jersey City,NJ,New Jersey,201-824-2738,Aries,4716573042304108,white,Administrative office assistant,Opti-Tek,175,96.9
1295,764 Webster Street,Woodbridge,NJ,New Jersey,732-596-1686,Aquarius,5505018824507686,white,Time clerk,Handyman,172,96.8
1296,4700 Caldwell Road,Rochester,NY,New York,585-302-5166,Sagittarius,4916076131517919,dark skinned,Range manager,Bodega Club,170,110.7
